1,5,1783,Transfer Fee,40.17,Rejected
2,31,1324,Maintenance Fee,12.22,Pending
3,24,643,Transfer Fee,5.57,Rejected
4,80,1500,Overdraft Fee,40.98,Pending
5,98,1129,Transfer Fee,30.03,Pending
6,84,1567,Maintenance Fee,51.6,Approved
7,5,788,Overdraft Fee,57.59,Approved
8,25,1106,Maintenance Fee,41.27,Approved
9,24,1369,Maintenance Fee,44.86,Approved
10,15,710,Overdraft Fee,27.96,Pending
11,20,202,Transfer Fee,42.3,Approved
12,85,320,ATM Fee,28.53,Pending
13,4,1895,Transfer Fee,59.94,Pending
14,75,1599,ATM Fee,11.86,Rejected
15,2,561,Maintenance Fee,69.13,Approved
16,23,1181,Overdraft Fee,14.27,Pending
17,10,207,ATM Fee,16.19,Rejected
18,61,1450,Overdraft Fee,27.34,Rejected
19,61,214,ATM Fee,40.54,Approved
20,12,1237,Transfer Fee,27.65,Pending
21,20,1540,ATM Fee,41.77,Approved
22,23,1607,Maintenance Fee,42.4,Rejected
23,64,900,Overdraft Fee,71.64,Pending
24,35,1923,Maintenance Fee,41.56,Rejected
25,90,395,Overdraft Fee,62.74,Rejected
26,22,1353,Overdraft Fee,23.85,Rejected
27,57,1254,Transfer Fee,5.55,Pending
28,41,1178,Overdraft Fee,29.74,Rejected
29,58,1035,Transfer Fee,41.78,Pending
30,22,1688,Overdraft Fee,33.86,Approved
31,100,1605,Overdraft Fee,5.69,Pending
32,49,224,Maintenance Fee,61.97,Pending
33,78,936,Overdraft Fee,45.74,Pending
34,65,154,Overdraft Fee,73.81,Rejected
35,3,825,Overdraft Fee,41.13,Pending
36,88,169,Overdraft Fee,58.21,Approved
37,5,1662,Maintenance Fee,39.6,Rejected
38,49,762,Transfer Fee,72.87,Approved
39,89,1700,Transfer Fee,37.9,Pending
40,3,583,Transfer Fee,11.43,Pending
41,75,138,Maintenance Fee,49.25,Pending
42,62,779,Overdraft Fee,63.81,Pending
43,85,880,Transfer Fee,73.47,Rejected
44,14,679,Maintenance Fee,31.3,Pending
45,52,57,ATM Fee,33.29,Approved
46,72,1118,ATM Fee,15.37,Rejected
47,11,249,Transfer Fee,36.28,Rejected
48,65,621,Overdraft Fee,60.02,Approved
49,88,147,ATM Fee,25.13,Pending
50,24,427,ATM Fee,31.83,Pending
51,5,335,Transfer Fee,69.73,Rejected
52,72,950,Transfer Fee,37.19,Pending
53,31,286,Overdraft Fee,73.48,Approved
54,20,730,ATM Fee,74.8,Approved
55,46,1335,Transfer Fee,52.51,Pending
56,68,159,ATM Fee,65.59,Pending
57,25,104,Transfer Fee,9.17,Rejected
58,31,205,Transfer Fee,40.95,Approved
59,44,549,Overdraft Fee,63.45,Pending
60,91,128,Transfer Fee,18.13,Pending
61,18,881,Overdraft Fee,20.2,Rejected
